,WMO,Prof,Date,Lat,Lon,O2Inv,O2EqInv
0,4900345.0,1.0,2004-06-17 07:31:58.997666,51.777,-48.455,515.1916965591904,572.0075416343858
1,4900345.0,2.0,2004-06-22 06:20:07.002064,51.927,-48.621,470.0252151979549,568.2750772730097
2,4900345.0,3.0,2004-06-27 06:10:02.001279,51.922,-48.595,483.05747884085696,570.833862565656
4,4900345.0,5.0,2004-07-07 03:32:44.000407,51.742,-48.534,509.2615098125667,571.1617780843861
5,4900345.0,6.0,2004-07-12 02:22:33.999988,51.726,-48.597,434.6505613816952,571.1514972095127
7,4900345.0,8.0,2004-07-22 05:52:26.999642,52.022,-49.29,488.67484375045655,569.9659269647233
8,4900345.0,9.0,2004-07-27 04:19:04.000621,52.048,-49.102,519.9652352202046,572.601249546398
9,4900345.0,10.0,2004-08-01 03:38:56.999558,52.129,-49.493,504.43181762289134,571.4849722214045
10,4900345.0,11.0,2004-08-06 02:46:22.000776,52.01,-49.488,505.77838377342573,570.7166516655914
11,4900345.0,12.0,2004-08-11 05:02:27.999853,52.079,-49.199,515.1459911698347,570.7291335855626
12,4900345.0,13.0,2004-08-16 03:59:06.999832,51.575,-48.977,540.7207244488587,572.7972691277317
13,4900345.0,14.0,2004-08-21 05:34:26.000313,51.711,-49.041,528.5897339404873,572.8805631440637
14,4900345.0,15.0,2004-08-26 02:09:24.000172,51.722,-48.814,534.2869116879491,572.517613015303
15,4900345.0,16.0,2004-08-31 06:25:38.999455,51.621,-48.644,540.8928766719271,570.6757101021173
16,4900345.0,17.0,2004-09-05 03:40:18.000119,51.274,-48.557,525.9223384572856,571.22633340104
17,4900345.0,18.0,2004-09-10 07:00:25.998393,50.909,-48.423,504.3228097652905,568.5050748700388
18,4900345.0,19.0,2004-09-15 04:42:17.000510,50.724,-47.964,512.7931885692158,570.4843525945048
19,4900345.0,20.0,2004-09-20 04:01:36.000192,50.516,-47.989,521.6877982053054,569.7214197203967
20,4900345.0,21.0,2004-09-25 05:34:04.000195,50.347,-48.158,499.43038274050593,571.4184766917763
21,4900345.0,22.0,2004-09-30 02:15:17.000547,50.14,-48.178,513.023232278634,572.6444139415718
22,4900345.0,23.0,2004-10-05 04:28:34.000507,49.939,-48.382,490.94615039769144,570.762867557404
23,4900345.0,24.0,2004-10-10 03:45:36.000244,49.962,-48.51,523.1242937704307,572.5637868100554
24,4900345.0,25.0,2004-10-15 04:11:47.000540,49.873,-48.095,513.5146820986964,571.6395884821477
26,4900345.0,27.0,2004-10-25 02:31:42.000395,49.402,-47.69,540.3103784507863,571.2202345537394
27,4900345.0,28.0,2004-10-30 04:35:55.000726,49.003,-47.442,499.47549940278884,571.5262224531298
22,4900494.0,23.0,2005-01-10 12:42:00.000000,58.316001892089844,-48.025001525878906,516.6217852603606,570.2890565397744
23,4900494.0,24.0,2005-01-20 17:14:00.000000,57.518001556396484,-47.77000045776367,521.8247434358752,571.5273840969445
24,4900494.0,25.0,2005-01-30 13:27:00.000000,57.96900177001953,-49.14400100708008,531.9722552821414,571.806205442796
25,4900494.0,26.0,2005-02-09 16:17:59.999999,57.737998962402344,-48.4119987487793,526.7125524266087,574.4090282794442
26,4900494.0,27.0,2005-02-19 12:15:00.000000,57.10900115966797,-48.10900115966797,526.4454403593987,574.0687447791212
27,4900494.0,28.0,2005-03-01 16:21:00.000000,57.202999114990234,-48.624000549316406,526.3477921455191,573.9424731257278
28,4900494.0,29.0,2005-03-11 12:40:00.000000,57.0369987487793,-48.7869987487793,528.1561766351068,575.7011613345986
29,4900494.0,30.0,2005-03-21 15:53:00.000000,57.43000030517578,-48.80400085449219,529.5250130772743,575.7458238686655
30,4900494.0,31.0,2005-03-31 12:16:00.000000,57.27199935913086,-49.89500045776367,531.9792001344512,574.4945004630499
31,4900494.0,32.0,2005-04-10 16:48:00.000000,56.56700134277344,-48.59400177001953,527.8600952893518,575.710221291321
32,4900494.0,33.0,2005-04-20 13:01:00.000000,56.32099914550781,-50.02299880981445,526.1574664737591,575.702406871716
95,4900494.0,96.0,2007-01-10 15:45:00.000000,54.59199905395508,-47.630001068115234,511.0659974803271,572.6491899248305
121,4900494.0,122.0,2007-09-27 13:35:00.000000,58.54999923706055,-49.36399841308594,521.9500902309177,566.7012033733871
123,4900494.0,124.0,2007-10-17 12:18:00.000000,59.055999755859375,-49.82400131225586,518.4176991935709,571.3924148466859
129,4900494.0,130.0,2007-12-16 12:38:00.000000,59.07600021362305,-51.07500076293945,514.8811611397658,568.1464287630008
131,4900494.0,132.0,2008-01-05 12:24:59.999999,58.60900115966797,-51.98500061035156,521.2017158728614,572.3049311252772
132,4900494.0,133.0,2008-01-15 16:23:00.000000,58.422000885009766,-52.266998291015625,518.6490910272256,573.2515197744806
135,4900494.0,136.0,2008-02-14 13:06:00.000000,58.0,-52.319000244140625,522.2688376714449,574.8698828241123
137,4900494.0,138.0,2008-03-05 12:05:00.000000,57.928001403808594,-53.89500045776367,519.7230877224162,574.9268990323982
138,4900494.0,139.0,2008-03-15 16:35:00.000000,56.715999603271484,-53.78900146484375,529.8539324648755,576.6488772281854
141,4900494.0,142.0,2008-04-14 12:55:00.000000,55.66899871826172,-51.099998474121094,526.9508627467221,575.4939675293576
0,4900879.0,1.0,2006-06-10 08:24:00.000000,61.79499816894531,-51.16600036621094,508.6085084116201,567.7939388755341
1,4900879.0,2.0,2006-06-20 08:20:00.000000,62.20500183105469,-53.8849983215332,506.76764959676495,568.9318054707591
2,4900879.0,3.0,2006-06-30 08:24:00.000000,61.810001373291016,-55.172000885009766,505.6135892254976,569.0432748508092
3,4900879.0,4.0,2006-07-10 08:41:00.000000,61.821998596191406,-55.79899978637695,503.0346869921775,568.8036994267459
4,4900879.0,5.0,2006-07-20 06:04:00.000000,61.79800033569336,-56.21099853515625,505.6457295786866,569.0173697363783
5,4900879.0,6.0,2006-07-30 11:33:00.000000,61.58399963378906,-56.19499969482422,505.8655931397928,569.9916351023467
6,4900879.0,7.0,2006-08-09 04:54:00.000000,61.617000579833984,-56.659000396728516,506.5164767566852,569.1725827987112
7,4900879.0,8.0,2006-08-19 08:38:00.000000,61.42900085449219,-57.577999114990234,506.2779991226708,569.3528412703287
8,4900879.0,9.0,2006-08-29 04:46:00.000000,61.284000396728516,-57.8849983215332,507.11789561072766,568.9067657486595
9,4900879.0,10.0,2006-09-08 08:59:00.000000,60.882999420166016,-58.334999084472656,512.0533377445101,568.9162195444115
10,4900879.0,11.0,2006-09-18 06:08:00.000000,60.39500045776367,-58.61000061035156,514.7366708748015,570.1043428188693
11,4900879.0,12.0,2006-09-28 05:52:00.000000,59.35200119018555,-58.810001373291016,513.4274664615157,569.4579404363897
12,4900879.0,13.0,2006-10-08 09:00:00.000000,58.608001708984375,-58.76900100708008,512.3178337300575,569.234119140006
14,4900879.0,15.0,2006-10-28 08:25:00.000000,57.46900177001953,-58.57400131225586,508.1978564679547,568.3840627065176
15,4900879.0,16.0,2006-11-07 09:19:00.000000,56.638999938964844,-57.82899856567383,508.77101707906786,572.3107602268267
16,4900879.0,17.0,2006-11-17 08:30:00.000000,56.45500183105469,-57.391998291015625,506.8129108525493,568.99456185323
18,4900879.0,19.0,2006-12-07 08:37:00.000000,55.43000030517578,-55.465999603271484,510.19914466203585,569.509934204494
19,4900879.0,20.0,2006-12-17 04:25:00.000000,55.12300109863281,-53.266998291015625,508.4976390630356,568.8676598233458
20,4900879.0,21.0,2006-12-27 04:23:00.000000,54.45500183105469,-52.051998138427734,512.0284176407631,570.5488221036977
21,4900879.0,22.0,2007-01-06 04:23:00.000000,53.41600036621094,-51.43000030517578,514.4667032072014,571.8972198520105
22,4900879.0,23.0,2007-01-16 05:59:00.000000,52.305999755859375,-50.33599853515625,512.2571213137855,571.9064179159385
23,4900879.0,24.0,2007-01-26 05:57:00.000000,51.27000045776367,-48.65299987792969,514.4478407794714,571.6762494271136
24,4900879.0,25.0,2007-02-05 05:47:00.000000,51.06100082397461,-47.9010009765625,517.6108768526631,571.4815196687624
25,4900879.0,26.0,2007-02-15 05:52:00.000000,50.48099899291992,-47.513999938964844,510.0557989370349,571.4793813806674
26,4900879.0,27.0,2007-02-25 08:36:00.000000,49.96500015258789,-47.75600051879883,513.6784712309205,572.0203115216758
27,4900879.0,28.0,2007-03-07 05:47:00.000000,49.069000244140625,-46.65299987792969,512.878121390171,572.0099945714454
29,4900879.0,30.0,2007-03-27 05:42:00.000000,49.236000061035156,-46.15599822998047,515.2078484107248,573.9729875838724
30,4900879.0,31.0,2007-04-06 08:23:00.000000,49.34700012207031,-46.24399948120117,512.7741459802473,571.5800864677567
31,4900879.0,32.0,2007-04-16 05:35:00.000000,49.33100128173828,-45.994998931884766,509.44985287642334,571.6080956642107
32,4900879.0,33.0,2007-04-26 08:38:00.000000,49.604000091552734,-45.36199951171875,517.5653012959501,572.0806555607099
34,4900879.0,35.0,2007-05-16 09:24:00.000000,49.650001525878906,-45.7859992980957,507.1809660662153,569.764105702523
35,4900879.0,36.0,2007-05-26 06:08:00.000000,49.85200119018555,-46.6150016784668,500.6849779389821,568.8281678921969
36,4900879.0,37.0,2007-06-05 09:12:00.000000,49.59400177001953,-46.70399856567383,504.31369995566695,569.5203739627153
37,4900879.0,38.0,2007-06-15 05:19:00.000000,49.733001708984375,-47.12699890136719,505.79014333644636,568.9784363071823
38,4900879.0,39.0,2007-06-25 08:36:00.000000,49.5359992980957,-46.750999450683594,504.8322027147693,569.0595104849905
40,4900879.0,41.0,2007-07-15 08:31:00.000000,49.41600036621094,-46.641998291015625,505.05064935936497,568.8058424492885
41,4900879.0,42.0,2007-07-25 05:08:00.000000,49.415000915527344,-46.80500030517578,503.8516568616549,569.0571442094581
42,4900879.0,43.0,2007-08-04 09:14:00.000000,49.29600143432617,-46.34000015258789,503.602183437292,568.4812634369782
43,4900879.0,44.0,2007-08-14 05:00:00.000000,49.33300018310547,-45.946998596191406,503.7919603302953,568.7311003852382
44,4900879.0,45.0,2007-08-24 08:42:00.000000,49.50299835205078,-45.65700149536133,504.12712771957644,568.4990521221406
45,4900879.0,46.0,2007-09-03 06:36:00.000000,49.40800094604492,-45.89699935913086,502.54214946367136,568.5753522534512
46,4900879.0,47.0,2007-09-13 09:46:00.000000,49.507999420166016,-45.60599899291992,503.4709191029331,568.3294747262515
48,4900879.0,49.0,2007-10-03 09:13:00.000000,49.96900177001953,-45.358001708984375,496.787744166813,566.1463255682921
49,4900879.0,50.0,2007-10-13 06:23:00.000000,50.65800094604492,-45.012001037597656,472.88337881950514,554.1465438903963
51,4900879.0,52.0,2007-11-02 08:23:00.000000,52.125,-45.284000396728516,482.19154810575094,562.0128113026072
55,4900879.0,56.0,2007-12-12 08:55:00.000000,52.49599838256836,-45.97200012207031,496.18043955543476,566.4695684012053
56,4900879.0,57.0,2007-12-22 08:37:00.000000,51.97700119018555,-46.54800033569336,496.45876216599146,567.8729566862189
57,4900879.0,58.0,2008-01-01 05:57:00.000000,51.78200149536133,-46.41299819946289,497.0457149415061,567.934680827005
58,4900879.0,59.0,2008-01-11 08:43:00.000000,51.768001556396484,-46.51900100708008,496.485515812634,567.5832091686871
59,4900879.0,60.0,2008-01-21 05:47:59.999999,51.6879997253418,-46.73500061035156,498.7347413075621,567.8839477123679
60,4900879.0,61.0,2008-01-31 09:12:00.000000,51.49100112915039,-47.34299850463867,499.2109019322615,569.2323838549473
61,4900879.0,62.0,2008-02-10 05:44:00.000000,51.520999908447266,-47.082000732421875,502.2596336016583,569.0046356787257
62,4900879.0,63.0,2008-02-20 05:39:59.999999,51.69200134277344,-46.72200012207031,502.8969784416183,568.9190456275551
63,4900879.0,64.0,2008-03-01 08:50:00.000000,52.013999938964844,-47.15999984741211,504.2326812368556,567.9000649561648
64,4900879.0,65.0,2008-03-11 06:23:00.000000,52.05500030517578,-47.61899948120117,503.3258944237512,568.0626398013833
65,4900879.0,66.0,2008-03-21 08:47:59.999999,51.832000732421875,-48.354000091552734,513.4651318265023,570.9553750604332
66,4900879.0,67.0,2008-03-31 05:25:00.000000,52.340999603271484,-49.108001708984375,507.17720452783857,569.7329809390518
67,4900879.0,68.0,2008-04-10 08:39:59.999999,52.165000915527344,-48.816001892089844,519.3046149981674,571.4573503798811
68,4900879.0,69.0,2008-04-20 05:18:00.000000,52.04999923706055,-48.48099899291992,523.8124763794416,571.8819951477523
69,4900879.0,70.0,2008-04-30 08:21:00.000000,51.638999938964844,-48.492000579833984,508.72464807693825,570.0422832472603
70,4900879.0,71.0,2008-05-10 05:10:59.999999,51.018001556396484,-48.310001373291016,508.38248274692546,571.3343519539457
71,4900879.0,72.0,2008-05-20 08:26:00.000000,50.35300064086914,-48.354000091552734,516.5831408683058,573.8353269187854
72,4900879.0,73.0,2008-05-30 09:09:00.000000,49.85900115966797,-48.743988037109375,514.980315166501,572.4637100481391
73,4900879.0,74.0,2008-06-09 08:53:00.000000,49.069000244140625,-48.89099884033203,512.8398195283243,572.9926417625973
74,4900879.0,75.0,2008-06-19 04:54:59.999999,48.72200012207031,-48.268001556396484,515.2564499553159,573.3245996448023
75,4900879.0,76.0,2008-06-29 04:54:00.000000,48.3849983215332,-47.60200119018555,517.0939131264508,573.4305818973523
76,4900879.0,77.0,2008-07-09 09:40:00.000000,48.47800064086914,-46.367000579833984,517.2344024901672,571.8316035088683
0,4900880.0,1.0,2006-06-09 07:42:00.000000,61.244998931884766,-50.520999908447266,506.0218726256754,568.0925828323722
1,4900880.0,2.0,2006-06-19 08:31:59.999999,61.92900085449219,-51.025001525878906,513.6313037405266,565.7717248568943
2,4900880.0,3.0,2006-06-29 11:27:00.000000,62.24700164794922,-51.12900161743164,519.2939688686996,569.1379157207766
3,4900880.0,4.0,2006-07-09 07:28:00.000000,62.52299880981445,-53.0099983215332,513.1205787879001,567.8169342292251
4,4900880.0,5.0,2006-07-19 07:56:00.000000,62.70199966430664,-53.63199996948242,511.18319264615644,567.5254609203506
19,4900880.0,20.0,2006-12-16 12:03:00.000000,61.724998474121094,-59.874000549316406,510.28733780304657,567.8449192073987
20,4900880.0,21.0,2006-12-26 07:53:00.000000,61.50400161743164,-59.770999908447266,511.0329905738216,568.4930859109506
21,4900880.0,22.0,2007-01-05 07:53:00.000000,61.24800109863281,-59.65999984741211,512.0118626381726,568.6513018061712
22,4900880.0,23.0,2007-01-15 07:30:00.000000,61.361000061035156,-59.92300033569336,512.4439368246872,568.6701119541592
23,4900880.0,24.0,2007-01-25 07:46:00.000000,61.14500045776367,-59.70899963378906,513.4627018065278,568.8607939448985
24,4900880.0,25.0,2007-02-04 07:44:00.000000,61.09400177001953,-59.93499755859375,517.6160998457218,570.0241256079853
25,4900880.0,26.0,2007-02-14 11:53:00.000000,60.803001403808594,-60.417999267578125,507.42920481295283,568.0196991882248
26,4900880.0,27.0,2007-02-24 07:39:00.000000,60.46699905395508,-60.239013671875,512.2460478594546,569.3450458574072
27,4900880.0,28.0,2007-03-06 07:36:00.000000,60.29800033569336,-60.040985107421875,519.648048638382,569.2736660875848
28,4900880.0,29.0,2007-03-16 07:48:00.000000,59.6349983215332,-59.15399169921875,514.0328293790793,569.9133196369843
29,4900880.0,30.0,2007-03-26 07:57:00.000000,60.08399963378906,-59.1929931640625,518.39152310974,571.4383139805722
31,4900880.0,32.0,2007-04-15 08:04:00.000000,59.577999114990234,-59.1199951171875,514.4261487187375,573.335414327355
32,4900880.0,33.0,2007-04-25 08:01:00.000000,59.400001525878906,-59.239013671875,512.9390904668652,571.3815052339635
33,4900880.0,34.0,2007-05-05 08:28:00.000000,58.97800064086914,-59.001007080078125,515.5722500216194,572.3657261809763
34,4900880.0,35.0,2007-05-15 08:06:00.000000,58.361000061035156,-57.9739990234375,516.9735076320084,572.2223115794515
35,4900880.0,36.0,2007-05-25 07:59:00.000000,58.13600158691406,-57.72900390625,519.8184961516163,570.9401839582624
36,4900880.0,37.0,2007-06-04 08:13:00.000000,57.48699951171875,-56.923004150390625,522.9083225972082,571.1583565620791
37,4900880.0,38.0,2007-06-14 08:49:00.000000,57.47600173950195,-56.167999267578125,529.6950516682949,571.452701890137
38,4900880.0,39.0,2007-06-24 08:18:00.000000,57.49599838256836,-55.652008056640625,530.6689204419188,572.0273638135726
39,4900880.0,40.0,2007-07-04 07:57:00.000000,57.900001525878906,-55.5419921875,530.5101158106763,571.3426221998427
40,4900880.0,41.0,2007-07-14 08:15:00.000000,58.034000396728516,-55.928985595703125,529.4652257501571,570.8712230293593
41,4900880.0,42.0,2007-07-24 08:02:00.000000,58.39799880981445,-55.84698486328125,529.2264577189467,570.2893158314056
42,4900880.0,43.0,2007-08-03 08:29:00.000000,58.29999923706055,-55.218994140625,529.3410101246138,569.9030537394949
43,4900880.0,44.0,2007-08-13 08:31:59.999999,58.237998962402344,-54.915985107421875,531.3616161404831,570.0117539449506
44,4900880.0,45.0,2007-08-23 09:47:00.000000,58.20000076293945,-54.84600830078125,531.0006356166956,570.0582133414237
0,4901141.0,1.0,2010-05-19 09:05:00.000000,59.0,-49.87200164794922,406.14526909008777,570.8634660221336
1,4901141.0,2.0,2010-05-29 06:04:00.000000,58.41699981689453,-49.52399826049805,409.040906134314,570.4268849584417
2,4901141.0,3.0,2010-06-08 07:17:59.999999,59.000999450683594,-48.74300003051758,410.3341725090047,569.9799885592397
3,4901141.0,4.0,2010-06-18 08:55:59.999999,58.6609992980957,-48.74100112915039,408.045090432801,568.3640195709362
4,4901141.0,5.0,2010-06-28 07:13:00.000000,58.33100128173828,-49.762001037597656,409.4638815463832,569.291576270569
5,4901141.0,6.0,2010-07-08 09:03:00.000000,58.33700180053711,-48.79999923706055,409.18404471336436,568.8901972589912
6,4901141.0,7.0,2010-07-18 06:53:00.000000,58.354000091552734,-48.09700012207031,409.6272516256097,569.2986517384982
7,4901141.0,8.0,2010-07-28 09:32:59.999999,58.03499984741211,-47.25400161743164,407.830019522542,568.3018109787623
8,4901141.0,9.0,2010-08-07 08:44:00.000000,57.61600112915039,-46.6879997253418,403.5538491216864,566.6961949559801
9,4901141.0,10.0,2010-08-17 09:05:00.000000,57.54600143432617,-46.404998779296875,405.0425089138,566.7473146496512
10,4901141.0,11.0,2010-08-27 09:12:00.000000,57.856998443603516,-46.28499984741211,403.11379852281186,567.2723605670196
11,4901141.0,12.0,2010-09-06 06:45:00.000000,57.840999603271484,-45.222999572753906,403.44677799038647,567.3136743383135
12,4901141.0,13.0,2010-09-16 09:28:00.000000,58.797000885009766,-45.89799880981445,397.89680474561004,565.261563212167
13,4901141.0,14.0,2010-09-26 06:32:59.999999,58.73500061035156,-45.702999114990234,401.83825038458747,565.5960230585019
