,WMO,Prof,Date,Lat,Lon,O2Inv,O2EqInv
18,4901782.0,18.0,2015-11-05 03:45:00.000000,58.34659957885742,-53.446800231933594,504.9503186030615,575.0886182143935
19,4901782.0,19.0,2015-11-15 03:46:00.000000,58.99869918823242,-52.80179977416992,503.6623469364425,574.7102233556192
20,4901782.0,20.0,2015-11-25 03:49:00.000000,58.76219940185547,-54.40890121459961,503.4892522801226,574.0896053513976
21,4901782.0,21.0,2015-12-05 03:49:00.000000,59.32368850708008,-53.58910369873047,502.29281454085634,574.6061238197915
22,4901782.0,22.0,2015-12-15 03:55:00.000000,60.039276123046875,-54.70346450805664,503.0781629574672,575.0559518938649
23,4901782.0,23.0,2015-12-25 03:42:00.000000,60.413204193115234,-53.55445861816406,502.4177548313981,575.2311645709674
24,4901782.0,24.0,2016-01-04 03:50:00.000000,60.401065826416016,-51.89166259765625,496.86645061278887,572.426562056553
25,4901782.0,25.0,2016-01-14 03:49:00.000000,60.10377883911133,-50.831626892089844,495.58847422642907,571.3726241461761
27,4901782.0,27.0,2016-02-03 03:55:00.000000,59.67444610595703,-50.41483688354492,496.9536938983881,571.5828684223975
29,4901782.0,29.0,2016-02-23 03:52:00.000000,59.88966751098633,-48.8453483581543,505.68148630703354,570.8786452288474
30,4901782.0,30.0,2016-03-04 03:51:00.000000,60.90212631225586,-50.5678825378418,500.9515105315703,571.4878804362907
31,4901782.0,31.0,2016-03-14 03:52:00.000000,61.363975524902344,-51.18625259399414,497.52815369210924,571.9110987627473
32,4901782.0,32.0,2016-03-24 03:52:00.000000,61.970733642578125,-52.38508224487305,499.54685012362967,572.4746054488784
33,4901782.0,33.0,2016-04-03 03:49:00.000000,61.327674865722656,-53.169776916503906,502.3971105828441,573.3286919928377
35,4901782.0,35.0,2016-04-23 03:49:00.000000,61.41106033325195,-51.77031707763672,502.4155338964522,572.2422166075897
36,4901782.0,36.0,2016-05-03 03:49:00.000000,61.251705169677734,-52.827213287353516,502.59598674085544,572.3280015430466
37,4901782.0,37.0,2016-05-13 03:48:00.000000,61.74713897705078,-54.24586868286133,503.4984643872786,572.3988441494761
38,4901782.0,38.0,2016-05-23 03:46:00.000000,61.30154800415039,-55.543365478515625,500.02574014910914,571.9048241765569
39,4901782.0,39.0,2016-06-02 03:46:00.000000,60.77369689941406,-56.73255920410156,497.4127989283817,572.442425210301
40,4901782.0,40.0,2016-06-12 03:53:00.000000,61.31901931762695,-56.075660705566406,496.081699725478,572.4195510752811
41,4901782.0,41.0,2016-06-22 03:51:00.000000,60.92654037475586,-57.42841339111328,496.95228477708986,571.3204612545535
42,4901782.0,42.0,2016-07-02 03:46:00.000000,60.81934356689453,-58.31986618041992,492.34614004849334,572.0785435882129
43,4901782.0,43.0,2016-07-12 03:49:00.000000,60.70806884765625,-58.80516052246094,492.1942610596696,571.6945336861479
44,4901782.0,44.0,2016-07-22 03:47:00.000000,61.09535598754883,-59.53290939331055,492.83200611691734,570.0039974141384
45,4901782.0,45.0,2016-08-01 03:52:00.000000,61.50729751586914,-58.834983825683594,490.7103702445357,569.9856470868526
46,4901782.0,46.0,2016-08-11 03:42:00.000000,61.570518493652344,-59.432472229003906,490.5656904673064,570.7228824651754
47,4901782.0,47.0,2016-08-21 03:46:00.000000,61.07530975341797,-59.84024429321289,489.78730618015896,569.9460748298821
48,4901782.0,48.0,2016-08-31 03:49:00.000000,60.721168518066406,-59.659339904785156,488.1443268679447,570.8820611519614
49,4901782.0,49.0,2016-09-10 03:52:00.000000,60.36759948730469,-60.12724685668945,489.773930423115,568.9601958071572
50,4901782.0,50.0,2016-09-20 03:46:00.000000,59.865699768066406,-59.82111358642578,490.4623722051332,570.002237168815
51,4901782.0,51.0,2016-09-30 03:47:00.000000,59.04199981689453,-59.29247283935547,491.6427790706617,569.3095422222333
53,4901782.0,53.0,2016-10-20 03:50:00.000000,57.761661529541016,-58.505332946777344,487.5409068793405,570.1752518722897
54,4901782.0,54.0,2016-10-30 03:47:00.000000,57.63240432739258,-58.30376434326172,488.5627130625549,570.0283392189395
55,4901782.0,55.0,2016-11-09 03:53:00.000000,57.533382415771484,-57.5633659362793,488.90151217195665,570.8556867285878
56,4901782.0,56.0,2016-11-19 03:53:00.000000,57.27524185180664,-57.755615234375,490.6679893146173,570.8325698634889
0,4902383.0,0.0,2016-05-09 09:53:00.000000,56.591060638427734,-52.68400573730469,528.9467332970119,577.6955586313949
2,4902383.0,2.0,2016-05-28 07:46:00.000000,56.83475112915039,-52.24223327636719,524.6704985955462,577.1817349611687
3,4902383.0,3.0,2016-06-07 07:53:00.000000,57.34379196166992,-51.91032409667969,524.7573407319138,576.831305265093
4,4902383.0,4.0,2016-06-17 07:48:00.000000,57.54884719848633,-52.95107650756836,521.6778795297357,578.1381213168522
5,4902383.0,5.0,2016-06-27 07:49:00.000000,56.92073059082031,-54.84105682373047,520.687924841675,576.3477749262089
6,4902383.0,6.0,2016-07-07 07:50:00.000000,57.55015563964844,-54.432830810546875,521.7429688048084,576.1690907539935
7,4902383.0,7.0,2016-07-17 07:48:00.000000,57.54571533203125,-55.19793701171875,518.9318662219436,575.0625556906608
9,4902383.0,9.0,2016-08-06 07:44:00.000000,58.441707611083984,-54.54296875,518.2626135797237,575.4648824199202
10,4902383.0,10.0,2016-08-16 07:46:59.999999,58.49936294555664,-55.481300354003906,515.7602707878874,574.7629506620729
11,4902383.0,11.0,2016-08-26 07:50:00.000000,58.54548263549805,-55.753318786621094,515.8315904796503,574.8642529484596
13,4902383.0,13.0,2016-09-15 07:53:00.000000,59.39099884033203,-53.78368377685547,516.1297599333672,575.0874156910156
14,4902383.0,14.0,2016-09-25 07:44:00.000000,58.97220993041992,-53.40546798706055,516.3013554664133,574.4875021581284
15,4902383.0,15.0,2016-10-05 07:46:00.000000,58.595924377441406,-52.21102523803711,515.1334423697944,573.8281809391268
16,4902383.0,16.0,2016-10-15 07:46:59.999999,58.79429626464844,-53.824851989746094,513.4801942042656,573.6453559282884
18,4902383.0,18.0,2016-11-04 07:46:59.999999,59.90427780151367,-51.38309097290039,513.2193651524691,573.3313387475948
19,4902383.0,19.0,2016-11-14 07:46:59.999999,59.62588882446289,-51.3712043762207,512.7608575330239,573.2962254296917
20,4902383.0,20.0,2016-11-24 07:50:00.000000,59.51728820800781,-51.56296920776367,512.036010001694,572.2408096128925
21,4902383.0,21.0,2016-12-04 07:49:00.000000,59.31237030029297,-51.61830520629883,512.553312572503,573.2606983548307
22,4902383.0,22.0,2016-12-14 07:52:00.000000,59.82697296142578,-51.67668533325195,510.5045977852269,572.6408919594247
23,4902383.0,23.0,2016-12-24 07:46:00.000000,59.560115814208984,-49.95342254638672,511.2187409315293,572.7567828184533
26,4902383.0,26.0,2017-01-23 07:53:00.000000,59.488983154296875,-48.66707229614258,512.6489022607833,574.5053383575671
27,4902383.0,27.0,2017-02-02 07:50:00.000000,59.43609619140625,-48.216007232666016,512.955892840476,574.5343829132204
28,4902383.0,28.0,2017-02-12 07:49:00.000000,59.256317138671875,-48.49235153198242,513.882628304737,574.1618789867404
29,4902383.0,29.0,2017-02-22 07:46:59.999999,59.05857467651367,-49.33030700683594,515.6648708824526,574.595928171854
31,4902383.0,31.0,2017-03-14 07:53:00.000000,58.356163024902344,-50.151634216308594,515.1826338122423,576.9979486324096
32,4902383.0,32.0,2017-03-24 07:46:00.000000,58.296016693115234,-49.673580169677734,523.2841905373278,577.9528012245755
33,4902383.0,33.0,2017-04-03 07:54:59.999999,59.05500030517578,-50.50743103027344,522.3798896854004,576.9863515690606
34,4902383.0,34.0,2017-04-13 07:57:00.000000,58.68721389770508,-51.987464904785156,515.9824545991169,577.0158375674783
35,4902383.0,35.0,2017-04-23 07:54:59.999999,59.115787506103516,-50.96531295776367,520.8363549528905,577.9109595102489
36,4902383.0,36.0,2017-05-03 07:49:00.000000,60.31806945800781,-52.7631950378418,523.185678005853,577.4511987951377
37,4902383.0,37.0,2017-05-13 07:48:00.000000,59.715450286865234,-52.72101974487305,521.0276649902191,575.2986935383416
38,4902383.0,38.0,2017-05-23 07:51:00.000000,59.94876480102539,-51.195438385009766,520.4633778636098,575.3412284316568
39,4902383.0,39.0,2017-06-02 07:53:00.000000,60.37565231323242,-51.487911224365234,520.5868160664467,575.5084696831925
40,4902383.0,40.0,2017-06-12 07:54:59.999999,60.047813415527344,-51.35923767089844,517.3106200330773,574.6696573838897
41,4902383.0,41.0,2017-06-22 07:50:00.000000,58.972110748291016,-52.38777160644531,517.8759841523063,574.5402151003971
42,4902383.0,42.0,2017-07-02 07:51:00.000000,57.90700149536133,-53.0802001953125,517.5324960324623,575.5710473621409
43,4902383.0,43.0,2017-07-12 07:54:00.000000,57.58879852294922,-53.3135986328125,516.8012413927611,575.6239674416775
47,4902383.0,47.0,2017-08-21 07:54:59.999999,57.97944259643555,-51.86185073852539,517.0269886843491,575.8613336039642
49,4902383.0,49.0,2017-09-10 07:54:59.999999,59.06145095825195,-51.64894104003906,512.6112160109825,575.4019421677245
50,4902383.0,50.0,2017-09-20 07:49:00.000000,59.2195930480957,-51.885379791259766,513.0514325150884,574.5932527294681
52,4902383.0,52.0,2017-10-10 07:46:59.999999,58.4814567565918,-50.43620681762695,512.6321741851773,574.33375644507
53,4902383.0,53.0,2017-10-20 07:45:00.000000,57.33879470825195,-50.9592170715332,512.3609441508419,574.5158512267952
54,4902383.0,54.0,2017-10-30 07:53:00.000000,57.53032302856445,-50.92168045043945,512.357990712609,574.7402303936386
55,4902383.0,55.0,2017-11-09 07:45:00.000000,57.22765350341797,-49.56533432006836,512.9594304616646,574.7253404941598
56,4902383.0,56.0,2017-11-19 07:46:59.999999,56.50620651245117,-49.37235641479492,513.4007335074194,575.2661038193362
57,4902383.0,57.0,2017-11-29 07:46:59.999999,55.60553741455078,-50.28614044189453,511.3926746060743,575.1872411571123
58,4902383.0,58.0,2017-12-09 07:40:00.000000,55.23043441772461,-49.93276596069336,502.812440165987,573.6069442598805
59,4902383.0,59.0,2017-12-19 07:52:00.000000,55.56658935546875,-49.7825927734375,530.8210531862622,574.3762507004094
1,4902384.0,1.0,2016-05-23 08:55:00.000000,58.50640106201172,-50.930206298828125,524.3258623848667,576.0676699471607
2,4902384.0,2.0,2016-06-02 08:50:00.000000,58.05247116088867,-51.393760681152344,524.8048907944963,576.0573058349667
3,4902384.0,3.0,2016-06-12 08:47:00.000000,57.874488830566406,-51.51141357421875,524.5264135945578,575.9293712731924
4,4902384.0,5.0,2016-07-02 08:50:00.000000,56.721153259277344,-52.83409118652344,520.5599507375732,575.1858686906278
5,4902384.0,6.0,2016-07-12 08:50:00.000000,56.411598205566406,-52.20359802246094,519.6780918017025,575.0913389532174
6,4902384.0,7.0,2016-07-22 08:43:00.000000,56.85541915893555,-52.04282760620117,518.1920621568291,575.3772368090478
7,4902384.0,8.0,2016-08-01 08:39:00.000000,56.77370834350586,-52.16748046875,517.4201241590398,575.3631225309672
8,4902384.0,9.0,2016-08-11 08:44:00.000000,57.0545768737793,-51.863059997558594,515.9575070738292,575.4365057741742
9,4902384.0,10.0,2016-08-21 08:47:00.000000,57.8322868347168,-51.68224334716797,515.346819788165,574.974681807117
10,4902384.0,11.0,2016-08-31 08:45:00.000000,57.44514083862305,-50.14051055908203,514.4899495435293,574.8484358965889
12,4902384.0,13.0,2016-09-20 08:43:00.000000,56.60394287109375,-48.58824157714844,514.6063099493964,573.9448847131458
13,4902384.0,14.0,2016-09-30 08:43:00.000000,56.862091064453125,-48.092288970947266,512.7058370181022,574.8683405401762
14,4902384.0,15.0,2016-10-10 08:50:00.000000,57.404258728027344,-49.42788314819336,513.087998627838,574.8842684203966
16,4902384.0,17.0,2016-10-30 08:52:00.000000,57.89773178100586,-49.010353088378906,514.1442234364222,573.7284194195486
0,4902386.0,0.0,2016-05-14 22:28:00.000000,57.58210754394531,-51.45073318481445,518.1487676568897,575.896739463288
1,4902386.0,1.0,2016-05-24 10:41:00.000000,57.374691009521484,-50.639625549316406,515.9363694046202,575.9167049871996
0,4902409.0,0.0,2017-10-04 15:05:00.000000,58.62651062011719,-53.60601043701172,501.8993553307739,574.7828412268076
1,4902409.0,1.0,2017-10-14 04:46:00.000000,58.73143768310547,-53.0539665222168,501.934844697972,574.9227367124149
3,4902409.0,3.0,2017-11-03 04:51:00.000000,59.2227897644043,-53.21087646484375,501.9495316913476,573.7312736583383
4,4902409.0,4.0,2017-11-13 04:50:00.000000,58.63163375854492,-52.93320083618164,504.50971571748056,577.1946542594751
5,4902409.0,5.0,2017-11-23 04:50:00.000000,58.98075485229492,-52.881011962890625,503.50063695728267,573.8620475081351
6,4902409.0,6.0,2017-12-03 04:56:00.000000,58.93824768066406,-52.55365753173828,503.5032592652479,574.2640170318783
9,4902409.0,9.0,2018-01-02 04:54:59.999999,58.98892593383789,-50.641719818115234,507.0456897799903,575.617774800185
10,4902409.0,10.0,2018-01-12 04:46:00.000000,58.936405181884766,-49.6829833984375,504.78585847870073,574.8757464340785
11,4902409.0,11.0,2018-01-22 04:50:00.000000,59.10210418701172,-49.36956024169922,505.3934901244617,575.6795057386801
14,4902409.0,14.0,2018-02-21 04:44:00.000000,58.02233123779297,-49.139930725097656,510.1212233877512,577.070765220237
15,4902409.0,15.0,2018-03-03 04:46:59.999999,57.7523078918457,-49.563758850097656,511.2466401307292,578.5411687779497
16,4902409.0,16.0,2018-03-13 04:46:00.000000,57.39033889770508,-50.62310028076172,511.77979970005083,578.7514862405623
17,4902409.0,17.0,2018-03-23 04:57:00.000000,57.610721588134766,-52.20933151245117,511.9776137273209,578.9775270714513
18,4902409.0,18.0,2018-04-02 04:54:00.000000,58.148643493652344,-49.2874641418457,511.5353198754716,577.9050774263983
20,4902409.0,20.0,2018-04-22 04:53:00.000000,57.42620086669922,-50.519046783447266,511.8033182782168,577.5523869492779
21,4902409.0,21.0,2018-05-02 04:58:00.000000,57.21965789794922,-50.15229034423828,514.0260607063162,577.6567145709488
22,4902409.0,22.0,2018-05-12 04:52:00.000000,57.498130798339844,-50.132022857666016,512.4941472501741,577.5939745651046
23,4902409.0,23.0,2018-05-22 04:54:00.000000,57.51045608520508,-49.720924377441406,511.31766429510924,577.5266641150323
24,4902409.0,24.0,2018-06-01 04:48:00.000000,57.18806838989258,-51.221458435058594,510.9136103561477,577.6419584347603
25,4902409.0,25.0,2018-06-11 04:50:00.000000,57.38582992553711,-52.3327751159668,510.3486962878705,577.1028542026778
26,4902409.0,26.0,2018-06-21 04:52:00.000000,57.506439208984375,-52.61548614501953,508.2972252847073,576.6821280563977
27,4902409.0,27.0,2018-07-01 04:58:00.000000,58.05773162841797,-51.99034118652344,509.00248181892,576.7292482947078
28,4902409.0,28.0,2018-07-11 04:49:00.000000,57.928287506103516,-52.17836380004883,508.131827374126,576.9586164418482
30,4902409.0,30.0,2018-07-31 04:46:59.999999,58.70212173461914,-51.14524459838867,507.21338498900576,576.5562206084827
36,4902409.0,36.0,2018-09-29 04:50:00.000000,57.69739532470703,-47.13968276977539,501.81916808405197,575.2018412252864
38,4902409.0,38.0,2018-10-19 04:48:00.000000,57.9453125,-48.01209259033203,501.5543804179496,574.0109244381406
39,4902409.0,39.0,2018-10-29 04:53:00.000000,57.8210334777832,-48.270938873291016,501.8591199489093,574.2092169162137
40,4902409.0,40.0,2018-11-08 04:38:00.000000,57.86603927612305,-48.47663879394531,502.2421231116207,574.4107798507442
41,4902409.0,41.0,2018-11-18 04:52:00.000000,58.30903625488281,-49.000736236572266,502.56256338345025,574.8814599307002
42,4902409.0,42.0,2018-11-28 04:52:00.000000,58.499332427978516,-48.713958740234375,502.45085547908207,574.7562240727342
43,4902409.0,43.0,2018-12-08 04:57:00.000000,58.31536102294922,-49.472843170166016,502.72966435306967,574.6368711562751
44,4902409.0,44.0,2018-12-18 04:53:00.000000,58.370506286621094,-50.31084060668945,502.2912465540592,574.6530001302831
45,4902409.0,45.0,2018-12-28 04:54:59.999999,57.75157165527344,-50.47022247314453,501.86325512371815,574.0778444974551
46,4902409.0,46.0,2019-01-07 04:48:00.000000,57.68136978149414,-49.54279327392578,501.8650851596821,574.9575630116553
47,4902409.0,47.0,2019-01-17 04:32:00.000000,58.60753631591797,-48.90361404418945,503.1973764141279,575.909163408529
48,4902409.0,48.0,2019-01-27 04:46:00.000000,59.04220199584961,-49.46097183227539,503.566851203097,572.9671204262153
51,4902409.0,51.0,2019-02-26 04:49:00.000000,58.825584411621094,-49.2222785949707,503.61991116893745,575.2338521963508
52,4902409.0,52.0,2019-03-08 04:50:00.000000,58.54853057861328,-47.9571418762207,502.4361228331416,574.607119753752
53,4902409.0,53.0,2019-03-18 04:53:00.000000,57.58545684814453,-47.483856201171875,503.3853937852965,575.047711497967
54,4902409.0,54.0,2019-03-28 04:45:00.000000,58.075172424316406,-48.86091613769531,504.8592557649433,576.4645392267606
56,4902409.0,56.0,2019-04-17 04:52:00.000000,57.265926361083984,-48.34696960449219,507.08234876350247,576.2434876425352
57,4902409.0,57.0,2019-04-27 04:51:00.000000,57.21687316894531,-48.27201461791992,506.8231996603163,576.9447897319618
59,4902409.0,59.0,2019-05-17 04:48:00.000000,57.153533935546875,-45.529541015625,506.4631371697327,576.1368692122604
60,4902409.0,60.0,2019-05-27 04:58:00.000000,56.62640380859375,-45.26814270019531,507.4249416000037,576.6589740500493
73,4902409.0,73.0,2019-10-04 04:43:00.000000,56.80002975463867,-45.06203079223633,497.4620812468563,574.4285054009382
38,4902410.0,59.0,2018-10-19 08:31:00.000000,62.86091232299805,-60.619747161865234,-157.41197801221637,599.1573069859998
12,4902481.0,12.0,2019-10-02 05:31:59.999999,56.05080032348633,-48.74372100830078,501.7428370368919,573.5857237817623
17,4902481.0,17.0,2019-11-21 05:34:00.000000,55.765289306640625,-50.543399810791016,498.92711992708047,573.6591233733781
31,4902481.0,31.0,2020-04-09 05:31:59.999999,58.75890350341797,-52.16508102416992,515.0436668266897,577.4508110645714
38,4902481.0,38.0,2020-06-18 05:31:00.000000,56.220096588134766,-51.89674377441406,510.87969697446346,575.1440971006249
49,4902481.0,49.0,2020-10-06 05:20:00.000000,57.58619689941406,-50.87724685668945,501.79025445090394,573.915899640876
50,4902481.0,50.0,2020-10-16 05:20:00.000000,57.611228942871094,-49.8111572265625,501.71704010360804,574.3390528558592
51,4902481.0,51.0,2020-10-26 05:21:00.000000,57.75326156616211,-48.88328170776367,501.2260865590373,574.8939334598022
52,4902481.0,52.0,2020-11-05 05:19:00.000000,57.21651077270508,-48.68892288208008,501.6874473424466,574.7988233604989
53,4902481.0,53.0,2020-11-15 05:39:00.000000,56.99456787109375,-47.234622955322266,499.78249536208733,573.9323108404856
